ID,Name,Generation,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Sprite URL,promedio_estadisticas
375,Metang,3,Steel,Psychic,60,75,100,55,80,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,70.0
376,Metagross,3,Steel,Psychic,80,135,130,95,90,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,100.0
377,Regirock,3,Rock,,80,100,200,50,100,50,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,96.67
378,Regice,3,Ice,,80,50,100,100,200,50,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,96.67
379,Registeel,3,Steel,,80,75,150,75,150,50,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,96.67
380,Latias,3,Dragon,Psychic,80,80,90,110,130,110,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,100.0
381,Latios,3,Dragon,Psychic,80,90,80,130,110,110,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,100.0
382,Kyogre,3,Water,,100,100,90,150,140,90,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,111.67
383,Groudon,3,Ground,,100,150,140,100,90,90,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,111.67
384,Rayquaza,3,Dragon,Flying,105,150,90,150,90,95,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,113.33
385,Jirachi,3,Steel,Psychic,100,100,100,100,100,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,100.0
387,Turtwig,4,Grass,,55,68,64,45,55,31,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,53.0
388,Grotle,4,Grass,,75,89,85,55,65,36,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,67.5
389,Torterra,4,Grass,Ground,95,109,105,75,85,56,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,87.5
390,Chimchar,4,Fire,,44,58,44,58,44,61,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,51.5
391,Monferno,4,Fire,Fighting,64,78,52,78,52,81,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,67.5
392,Infernape,4,Fire,Fighting,76,104,71,104,71,108,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,89.0
393,Piplup,4,Water,,53,51,53,61,56,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,52.33
394,Prinplup,4,Water,,64,66,68,81,76,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,67.5
395,Empoleon,4,Water,Steel,84,86,88,111,101,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,88.33
396,Starly,4,Normal,Flying,40,55,30,30,30,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,40.83
397,Staravia,4,Normal,Flying,55,75,50,40,40,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,56.67
398,Staraptor,4,Normal,Flying,85,120,70,50,60,100,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,80.83
399,Bidoof,4,Normal,,59,45,40,35,40,31,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,41.67
400,Bibarel,4,Normal,Water,79,85,60,55,60,71,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,68.33
401,Kricketot,4,Bug,,37,25,41,25,41,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,32.33
402,Kricketune,4,Bug,,77,85,51,55,51,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,64.0
403,Shinx,4,Electric,,45,65,34,40,34,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,43.83
404,Luxio,4,Electric,,60,85,49,60,49,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,60.5
405,Luxray,4,Electric,,80,120,79,95,79,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,87.17
406,Budew,4,Grass,Poison,40,30,35,50,70,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,46.67
407,Roserade,4,Grass,Poison,60,70,65,125,105,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,85.83
408,Cranidos,4,Rock,,67,125,40,30,30,58,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,58.33
409,Rampardos,4,Rock,,97,165,60,65,50,58,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,82.5
410,Shieldon,4,Rock,Steel,30,42,118,42,88,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,58.33
411,Bastiodon,4,Rock,Steel,60,52,168,47,138,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,82.5
412,Burmy,4,Bug,,40,29,45,29,45,36,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,37.33
414,Mothim,4,Bug,Flying,70,94,50,94,50,66,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,70.67
415,Combee,4,Bug,Flying,30,30,42,30,42,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,40.67
416,Vespiquen,4,Bug,Flying,70,80,102,80,102,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,79.0
417,Pachirisu,4,Electric,,60,45,70,45,90,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,67.5
418,Buizel,4,Water,,55,65,35,60,30,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,55.0
419,Floatzel,4,Water,,85,105,55,85,50,115,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,82.5
420,Cherubi,4,Grass,,45,35,45,62,53,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,45.83
421,Cherrim,4,Grass,,70,60,70,87,78,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,75.0
422,Shellos,4,Water,,76,48,48,57,62,34,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,54.17
423,Gastrodon,4,Water,Ground,111,83,68,92,82,39,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,79.17
424,Ambipom,4,Normal,,75,100,66,60,66,115,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,80.33
425,Drifloon,4,Ghost,Flying,90,50,34,60,44,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,58.0
426,Drifblim,4,Ghost,Flying,150,80,44,90,54,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,83.0
427,Buneary,4,Normal,,55,66,44,44,56,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,58.33
428,Lopunny,4,Normal,,65,76,84,54,96,105,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,80.0
429,Mismagius,4,Ghost,,60,60,60,105,105,105,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,82.5
430,Honchkrow,4,Dark,Flying,100,125,52,105,52,71,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,84.17
431,Glameow,4,Normal,,49,55,42,42,37,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,51.67
432,Purugly,4,Normal,,71,82,64,64,59,112,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,75.33
433,Chingling,4,Psychic,,45,30,50,65,50,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,47.5
434,Stunky,4,Poison,Dark,63,63,47,41,41,74,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,54.83
435,Skuntank,4,Poison,Dark,103,93,67,71,61,84,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,79.83
436,Bronzor,4,Steel,Psychic,57,24,86,24,86,23,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,50.0
437,Bronzong,4,Steel,Psychic,67,89,116,79,116,33,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,83.33
438,Bonsly,4,Rock,,50,80,95,10,45,10,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,48.33
439,Mime Jr,4,Psychic,Fairy,20,25,45,70,90,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,51.67
440,Happiny,4,Normal,,100,5,5,15,65,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,36.67
441,Chatot,4,Normal,Flying,76,65,45,92,42,91,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,68.5
442,Spiritomb,4,Ghost,Dark,50,92,108,92,108,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,80.83
443,Gible,4,Dragon,Ground,58,70,45,40,45,42,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,50.0
444,Gabite,4,Dragon,Ground,68,90,65,50,55,82,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,68.33
445,Garchomp,4,Dragon,Ground,108,130,95,80,85,102,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,100.0
446,Munchlax,4,Normal,,135,85,40,40,85,5,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,65.0
447,Riolu,4,Fighting,,40,70,40,35,40,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,47.5
448,Lucario,4,Fighting,Steel,70,110,70,115,70,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,87.5
449,Hippopotas,4,Ground,,68,72,78,38,42,32,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,55.0
450,Hippowdon,4,Ground,,108,112,118,68,72,47,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,87.5
451,Skorupi,4,Poison,Bug,40,50,90,30,55,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,55.0
452,Drapion,4,Poison,Dark,70,90,110,60,75,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,83.33
453,Croagunk,4,Poison,Fighting,48,61,40,61,40,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,50.0
454,Toxicroak,4,Poison,Fighting,83,106,65,86,65,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,81.67
455,Carnivine,4,Grass,,74,100,72,90,72,46,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,75.67
456,Finneon,4,Water,,49,49,56,49,61,66,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,55.0
457,Lumineon,4,Water,,69,69,76,69,86,91,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,76.67
458,Mantyke,4,Water,Flying,45,20,50,60,120,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,57.5
459,Snover,4,Grass,Ice,60,62,50,62,60,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,55.67
460,Abomasnow,4,Grass,Ice,90,92,75,92,85,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,82.33
461,Weavile,4,Dark,Ice,70,120,65,45,85,125,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,85.0
462,Magnezone,4,Electric,Steel,70,70,115,130,90,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,89.17
463,Lickilicky,4,Normal,,110,85,95,80,95,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,85.83
464,Rhyperior,4,Ground,Rock,115,140,130,55,55,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,89.17
465,Tangrowth,4,Grass,,100,100,125,110,50,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,89.17
466,Electivire,4,Electric,,75,123,67,95,85,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,90.0
467,Magmortar,4,Fire,,75,95,67,125,95,83,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,90.0
468,Togekiss,4,Fairy,Flying,85,50,95,120,115,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,90.83
469,Yanmega,4,Bug,Flying,86,76,86,116,56,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,85.83
470,Leafeon,4,Grass,,65,110,130,60,65,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,87.5
471,Glaceon,4,Ice,,65,60,110,130,95,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,87.5
472,Gliscor,4,Ground,Flying,75,95,125,45,75,95,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,85.0
473,Mamoswine,4,Ice,Ground,110,130,80,70,60,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,88.33
474,Porygon Z,4,Normal,,85,80,70,135,75,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,89.17
475,Gallade,4,Psychic,Fighting,68,125,65,65,115,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,86.33
476,Probopass,4,Rock,Steel,60,55,145,75,150,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,87.5
477,Dusknoir,4,Ghost,,45,100,135,65,135,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,87.5
478,Froslass,4,Ice,Ghost,70,80,70,80,70,110,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,80.0
479,Rotom,4,Electric,Ghost,50,50,77,95,77,91,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,73.33
480,Uxie,4,Psychic,,75,75,130,75,130,95,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,96.67
481,Mesprit,4,Psychic,,80,105,105,105,105,80,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,96.67
482,Azelf,4,Psychic,,75,125,70,125,70,115,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,96.67
483,Dialga,4,Steel,Dragon,100,120,120,150,100,90,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,113.33
484,Palkia,4,Water,Dragon,90,120,100,150,120,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,113.33
485,Heatran,4,Fire,Steel,91,90,106,130,106,77,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,100.0
486,Regigigas,4,Normal,,110,160,110,80,110,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,111.67
488,Cresselia,4,Psychic,,120,70,110,75,120,85,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,96.67
489,Phione,4,Water,,80,80,80,80,80,80,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,80.0
490,Manaphy,4,Water,,100,100,100,100,100,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,100.0
491,Darkrai,4,Dark,,70,90,90,135,90,125,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,100.0
493,Arceus,4,Normal,,120,120,120,120,120,120,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,120.0
494,Victini,5,Psychic,Fire,100,100,100,100,100,100,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,100.0
495,Snivy,5,Grass,,45,45,55,45,55,63,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,51.33
496,Servine,5,Grass,,60,60,75,60,75,83,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,68.83
497,Serperior,5,Grass,,75,75,95,75,95,113,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,88.0
498,Tepig,5,Fire,,65,63,45,45,45,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,51.33
499,Pignite,5,Fire,Fighting,90,93,55,70,55,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,69.67
500,Emboar,5,Fire,Fighting,110,123,65,100,65,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,88.0
501,Oshawott,5,Water,,55,55,45,63,45,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,51.33
502,Dewott,5,Water,,75,75,60,83,60,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,68.83
503,Samurott,5,Water,,95,100,85,108,70,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,88.0
504,Patrat,5,Normal,,45,55,39,35,39,42,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,42.5
505,Watchog,5,Normal,,60,85,69,60,69,77,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,70.0
506,Lillipup,5,Normal,,45,60,45,25,45,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,45.83
507,Herdier,5,Normal,,65,80,65,35,65,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,61.67
508,Stoutland,5,Normal,,85,110,90,45,90,80,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,83.33
509,Purrloin,5,Dark,,41,50,37,50,37,66,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,46.83
510,Liepard,5,Dark,,64,88,50,88,50,106,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,74.33
511,Pansage,5,Grass,,50,53,48,53,48,64,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,52.67
512,Simisage,5,Grass,,75,98,63,98,63,101,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,83.0
513,Pansear,5,Fire,,50,53,48,53,48,64,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,52.67
514,Simisear,5,Fire,,75,98,63,98,63,101,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,83.0
515,Panpour,5,Water,,50,53,48,53,48,64,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,52.67
516,Simipour,5,Water,,75,98,63,98,63,101,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,83.0
517,Munna,5,Psychic,,76,25,45,67,55,24,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,48.67
518,Musharna,5,Psychic,,116,55,85,107,95,29,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,81.17
519,Pidove,5,Normal,Flying,50,55,50,36,30,43,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,44.0
520,Tranquill,5,Normal,Flying,62,77,62,50,42,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,59.67
521,Unfezant,5,Normal,Flying,80,115,80,65,55,93,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,81.33
522,Blitzle,5,Electric,,45,60,32,50,32,76,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,49.17
523,Zebstrika,5,Electric,,75,100,63,80,63,116,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,82.83
524,Roggenrola,5,Rock,,55,75,85,25,25,15,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,46.67
525,Boldore,5,Rock,,70,105,105,50,40,20,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,65.0
526,Gigalith,5,Rock,,85,135,130,60,80,25,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,85.83
527,Woobat,5,Psychic,Flying,65,45,43,55,43,72,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,53.83
528,Swoobat,5,Psychic,Flying,67,57,55,77,55,114,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,70.83
529,Drilbur,5,Ground,,60,85,40,30,45,68,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,54.67
530,Excadrill,5,Ground,Steel,110,135,60,50,65,88,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,84.67
531,Audino,5,Normal,,103,60,86,60,86,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,74.17
532,Timburr,5,Fighting,,75,80,55,25,35,35,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,50.83
533,Gurdurr,5,Fighting,,85,105,85,40,50,40,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,67.5
534,Conkeldurr,5,Fighting,,105,140,95,55,65,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,84.17
535,Tympole,5,Water,,50,50,40,50,40,64,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,49.0
536,Palpitoad,5,Water,Ground,75,65,55,65,55,69,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,64.0
537,Seismitoad,5,Water,Ground,105,95,75,85,75,74,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,84.83
538,Throh,5,Fighting,,120,100,85,30,85,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png,77.5
539,Sawk,5,Fighting,,75,125,75,30,75,85,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png,77.5
540,Sewaddle,5,Bug,Grass,45,53,70,40,60,42,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png,51.67
541,Swadloon,5,Bug,Grass,55,63,90,50,80,42,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png,63.33
542,Leavanny,5,Bug,Grass,75,103,80,70,80,92,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png,83.33
543,Venipede,5,Bug,Poison,30,45,59,30,39,57,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png,43.33
544,Whirlipede,5,Bug,Poison,40,55,99,40,79,47,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png,60.0
545,Scolipede,5,Bug,Poison,60,100,89,55,69,112,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png,80.83
546,Cottonee,5,Grass,Fairy,40,27,60,37,50,66,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png,46.67
547,Whimsicott,5,Grass,Fairy,60,67,85,77,75,116,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png,80.0
548,Petilil,5,Grass,,45,35,50,70,50,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png,46.67
549,Lilligant,5,Grass,,70,60,75,110,75,90,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png,80.0
551,Sandile,5,Ground,Dark,50,72,35,35,35,65,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png,48.67
552,Krokorok,5,Ground,Dark,60,82,45,45,45,74,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,58.5
553,Krookodile,5,Ground,Dark,95,117,80,65,70,92,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,86.5
554,Darumaka,5,Fire,,70,90,45,15,45,50,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,52.5
556,Maractus,5,Grass,,75,86,67,106,67,60,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,76.83
557,Dwebble,5,Bug,Rock,50,65,85,35,35,55,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,54.17
558,Crustle,5,Bug,Rock,70,105,125,65,75,45,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,80.83
559,Scraggy,5,Dark,Fighting,50,75,70,35,70,48,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,58.0
560,Scrafty,5,Dark,Fighting,65,90,115,45,115,58,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,81.33
561,Sigilyph,5,Psychic,Flying,72,58,80,103,80,97,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,81.67
562,Yamask,5,Ghost,,38,30,85,55,65,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,50.5
563,Cofagrigus,5,Ghost,,58,50,145,95,105,30,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,80.5
564,Tirtouga,5,Water,Rock,54,78,103,53,45,22,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,59.17
565,Carracosta,5,Water,Rock,74,108,133,83,65,32,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,82.5
566,Archen,5,Rock,Flying,55,112,45,74,45,70,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,66.83
567,Archeops,5,Rock,Flying,75,140,65,112,65,110,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,94.5
